user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
MEGAHIT-DASToolUnbinned-Sample_ID21-SF_8_TOP.fa	Unclassified Bacteria																		Insufficient number of amino acids in MSA (8.6%)
MEGAHIT-DASToolUnbinned-Sample_ID27-SF_11_TOP.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-504;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		25.22	11.0	0.98004	Genome has more than 18.3% of markers with multiple hits
MEGAHIT-MetaBAT2-Sample_ID19-SF_6_TOP.1.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		16.82	11.0	0.90033	
MEGAHIT-MetaBAT2Refined-Sample_ID11-SF_1_TOP.1.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	GCA_003131985.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003131985	99.51	0.898							ani_screen	classification based on ANI only	GCA_003153585.1, s__Palsa-295 sp003153585, 95.0, 85.92, 0.22; GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 86.19, 0.268				
MEGAHIT-MetaBAT2Refined-Sample_ID11-SF_1_TOP.2.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Bog-532;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		65.36	11.0	0.94733	
MEGAHIT-DASToolUnbinned-Sample_ID37-SF_16_TOP.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__RYN-230;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		27.65	11.0	0.93616	Genome has more than 34.2% of markers with multiple hits
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_19.fa	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__						GCA_031292335.1	95.0	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__CTSoil-043 sp031292335	95.63	0.443	d__Bacteria;p__Chloroflexota;c__Limnocylindria;o__Limnocylindrales;f__CSP1-4;g__CTSoil-043;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		22.5	11.0	0.98514	
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_30.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		25.68	11.0	0.97571	
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_32.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__						GCA_003141495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	95.89	0.507	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003162595.1, s__LD21 sp003162595, 95.0, 91.21, 0.272	46.14	11.0	0.99321	Genome has more than 37.5% of markers with multiple hits
MEGAHIT-CONCOCT-Sample_ID35-SF_15_TOP_7.fa	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	99.6	0.942							ani_screen	classification based on ANI only					
MEGAHIT-CONCOCT-Sample_ID31-SF_13_TOP_14.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		36.64	11.0	0.97024	
MEGAHIT-CONCOCT-Sample_ID31-SF_13_TOP_9.fa	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__											d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		50.82	11.0	0.9876	
MEGAHIT-DASToolUnbinned-Sample_ID35-SF_15_TOP.fa	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__											d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobacterium_B;s__	taxonomic classification fully defined by topology			26.29	11.0	0.97683	Genome has more than 13.2% of markers with multiple hits;Genome domain questionable ( 28.3% Bacterial, 30.2% Archaeal)
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_0.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__						GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.86	0.397	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		14.62	11.0	0.92761	
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_1.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__											d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		32.29	11.0	0.94956	
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_12.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__						GCA_003152355.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__Palsa-147 sp003152355	93.57	0.191	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		15.41	11.0	0.97094	
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_14.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__						GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.9	0.645	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree		12.14	11.0	0.99999	
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_15.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	GCA_003153585.1	95.0	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-295;s__Palsa-295 sp003153585	99.13	0.922							ani_screen	classification based on ANI only	GCA_003167215.1, s__Palsa-295 sp003167215, 95.0, 94.25, 0.754; GCA_003131985.1, s__Palsa-295 sp003131985, 95.0, 85.09, 0.197				
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_19.fa	d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__;f__;g__;s__											d__Bacteria;p__Eremiobacterota;c__Eremiobacteria;o__;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		19.7	11.0	0.4388	
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_20.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	GCA_003168215.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__Palsa-506;s__Palsa-506 sp003168215	99.81	0.797							ani_screen	classification based on ANI only					
MEGAHIT-CONCOCT-Sample_ID15-SF_4_TOP_3.fa	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	GCA_003165655.1	95.0	d__Bacteria;p__Actinomycetota;c__Thermoleophilia;o__Solirubrobacterales;f__Solirubrobacteraceae;g__Palsa-465;s__Palsa-465 sp003165655	99.92	0.976							ani_screen	classification based on ANI only					
MEGAHIT-CONCOCTRefined-Sample_ID31-SF_13_TOP.9.fa	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__											d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Acidimicrobiales;f__RAAP-2;g__RAAP-2;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		50.82	11.0	0.9876	
MEGAHIT-DASToolUnbinned-Sample_ID15-SF_4_TOP.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Acidoferrales;f__UBA7541;g__Palsa-147;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		21.75	11.0	0.9564	Genome has more than 15.8% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID19-SF_6_TOP.001.fa	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__											d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptosporangiales;f__Streptosporangiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree		29.77	11.0	0.88461	
MEGAHIT-DASToolUnbinned-Sample_ID31-SF_13_TOP.fa	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__											d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Terriglobales;f__SbA1;g__QIAJ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		37.0	11.0	0.97255	Genome has more than 11.7% of markers with multiple hits
MEGAHIT-CONCOCTRefined-Sample_ID35-SF_15_TOP.7.fa	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	99.6	0.942							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2Refined-Sample_ID35-SF_15_TOP.003.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		57.7	11.0	0.98414	
MEGAHIT-MetaBAT2Refined-Sample_ID35-SF_15_TOP.3_sub.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	GCA_003141495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	96.05	0.674							ani_screen	classification based on ANI only	GCA_003162595.1, s__LD21 sp003162595, 95.0, 91.36, 0.368				
MEGAHIT-MaxBin2-Sample_ID35-SF_15_TOP.001.fa	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	GCA_003170655.1	95.0	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__Dissulfurispiraceae;g__Fen-1308;s__Fen-1308 sp003170655	99.57	0.97							ani_screen	classification based on ANI only					
MEGAHIT-MaxBin2-Sample_ID35-SF_15_TOP.002.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__						GCA_003141495.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__LD21 sp003141495	96.08	0.587	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_003162595.1, s__LD21 sp003162595, 95.0, 91.42, 0.287	74.58	11.0	0.99492	Genome has more than 15.0% of markers with multiple hits
MEGAHIT-MaxBin2-Sample_ID35-SF_15_TOP.003.fa	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__											d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__VadinHA17;g__LD21;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree		57.7	11.0	0.98414	
